"","GEOID","County","State","indicator","value"
"938","21003","Allen, KY","KENTUCKY","Total Population",20944
"939","21005","Anderson, KY","KENTUCKY","Total Population",22409
"940","21007","Ballard, KY","KENTUCKY","Total Population",8032
"941","21009","Barren, KY","KENTUCKY","Total Population",43884
"942","21011","Bath, KY","KENTUCKY","Total Population",12355
"943","21013","Bell, KY","KENTUCKY","Total Population",26791
"944","21015","Boone, KY","KENTUCKY","Total Population",130820
"945","21017","Bourbon, KY","KENTUCKY","Total Population",20058
"946","21019","Boyd, KY","KENTUCKY","Total Population",47682
"947","21021","Boyle, KY","KENTUCKY","Total Population",29972
"948","21023","Bracken, KY","KENTUCKY","Total Population",8305
"949","21025","Breathitt, KY","KENTUCKY","Total Population",12977
"950","21027","Breckinridge, KY","KENTUCKY","Total Population",20176
"951","21029","Bullitt, KY","KENTUCKY","Total Population",80171
"952","21031","Butler, KY","KENTUCKY","Total Population",12764
"953","21033","Caldwell, KY","KENTUCKY","Total Population",12702
"954","21035","Calloway, KY","KENTUCKY","Total Population",38837
"955","21037","Campbell, KY","KENTUCKY","Total Population",92861
"956","21039","Carlisle, KY","KENTUCKY","Total Population",4784
"957","21041","Carroll, KY","KENTUCKY","Total Population",10671
"958","21043","Carter, KY","KENTUCKY","Total Population",27159
"959","21045","Casey, KY","KENTUCKY","Total Population",15885
"960","21047","Christian, KY","KENTUCKY","Total Population",71414
"961","21049","Clark, KY","KENTUCKY","Total Population",35971
"962","21051","Clay, KY","KENTUCKY","Total Population",20368
"963","21053","Clinton, KY","KENTUCKY","Total Population",10193
"964","21055","Crittenden, KY","KENTUCKY","Total Population",9000
"965","21057","Cumberland, KY","KENTUCKY","Total Population",6697
"966","21059","Daviess, KY","KENTUCKY","Total Population",100474
"967","21061","Edmonson, KY","KENTUCKY","Total Population",12138
"968","21063","Elliott, KY","KENTUCKY","Total Population",7510
"969","21065","Estill, KY","KENTUCKY","Total Population",14224
"970","21067","Fayette, KY","KENTUCKY","Total Population",320601
"971","21069","Fleming, KY","KENTUCKY","Total Population",14513
"972","21071","Floyd, KY","KENTUCKY","Total Population",36456
"973","21073","Franklin, KY","KENTUCKY","Total Population",50529
"974","21075","Fulton, KY","KENTUCKY","Total Population",6130
"975","21077","Gallatin, KY","KENTUCKY","Total Population",8737
"976","21079","Garrard, KY","KENTUCKY","Total Population",17445
"977","21081","Grant, KY","KENTUCKY","Total Population",24951
"978","21083","Graves, KY","KENTUCKY","Total Population",37248
"979","21085","Grayson, KY","KENTUCKY","Total Population",26247
"980","21087","Green, KY","KENTUCKY","Total Population",10979
"981","21089","Greenup, KY","KENTUCKY","Total Population",35555
"982","21091","Hancock, KY","KENTUCKY","Total Population",8720
"983","21093","Hardin, KY","KENTUCKY","Total Population",108527
"984","21095","Harlan, KY","KENTUCKY","Total Population",26699
"985","21097","Harrison, KY","KENTUCKY","Total Population",18722
"986","21099","Hart, KY","KENTUCKY","Total Population",18729
"987","21101","Henderson, KY","KENTUCKY","Total Population",45829
"988","21103","Henry, KY","KENTUCKY","Total Population",15911
"989","21105","Hickman, KY","KENTUCKY","Total Population",4510
"990","21107","Hopkins, KY","KENTUCKY","Total Population",45331
"991","21109","Jackson, KY","KENTUCKY","Total Population",13369
"992","21111","Jefferson, KY","KENTUCKY","Total Population",767419
"993","21113","Jessamine, KY","KENTUCKY","Total Population",53032
"994","21115","Johnson, KY","KENTUCKY","Total Population",22634
"995","21117","Kenton, KY","KENTUCKY","Total Population",165668
"996","21119","Knott, KY","KENTUCKY","Total Population",15260
"997","21121","Knox, KY","KENTUCKY","Total Population",31365
"998","21123","Larue, KY","KENTUCKY","Total Population",14204
"999","21125","Laurel, KY","KENTUCKY","Total Population",60357
"1000","21127","Lawrence, KY","KENTUCKY","Total Population",15671
"1001","21129","Lee, KY","KENTUCKY","Total Population",6881
"1002","21131","Leslie, KY","KENTUCKY","Total Population",10283
"1003","21133","Letcher, KY","KENTUCKY","Total Population",22295
"1004","21135","Lewis, KY","KENTUCKY","Total Population",13417
"1005","21137","Lincoln, KY","KENTUCKY","Total Population",24476
"1006","21139","Livingston, KY","KENTUCKY","Total Population",9235
"1007","21141","Logan, KY","KENTUCKY","Total Population",26902
"1008","21143","Lyon, KY","KENTUCKY","Total Population",8271
"1009","21145","McCracken, KY","KENTUCKY","Total Population",65268
"1010","21147","McCreary, KY","KENTUCKY","Total Population",17465
"1011","21149","McLean, KY","KENTUCKY","Total Population",9283
"1012","21151","Madison, KY","KENTUCKY","Total Population",90802
"1013","21153","Magoffin, KY","KENTUCKY","Total Population",12491
"1014","21155","Marion, KY","KENTUCKY","Total Population",19244
"1015","21157","Marshall, KY","KENTUCKY","Total Population",31192
"1016","21159","Martin, KY","KENTUCKY","Total Population",11648
"1017","21161","Mason, KY","KENTUCKY","Total Population",17112
"1018","21163","Meade, KY","KENTUCKY","Total Population",28182
"1019","21165","Menifee, KY","KENTUCKY","Total Population",6443
"1020","21167","Mercer, KY","KENTUCKY","Total Population",21592
"1021","21169","Metcalfe, KY","KENTUCKY","Total Population",10036
"1022","21171","Monroe, KY","KENTUCKY","Total Population",10627
"1023","21173","Montgomery, KY","KENTUCKY","Total Population",27884
"1024","21175","Morgan, KY","KENTUCKY","Total Population",13288
"1025","21177","Muhlenberg, KY","KENTUCKY","Total Population",30951
"1026","21179","Nelson, KY","KENTUCKY","Total Population",45650
"1027","21181","Nicholas, KY","KENTUCKY","Total Population",7153
"1028","21183","Ohio, KY","KENTUCKY","Total Population",24071
"1029","21185","Oldham, KY","KENTUCKY","Total Population",65967
"1030","21187","Owen, KY","KENTUCKY","Total Population",10796
"1031","21189","Owsley, KY","KENTUCKY","Total Population",4442
"1032","21191","Pendleton, KY","KENTUCKY","Total Population",14572
"1033","21193","Perry, KY","KENTUCKY","Total Population",26624
"1034","21195","Pike, KY","KENTUCKY","Total Population",59497
"1035","21197","Powell, KY","KENTUCKY","Total Population",12304
"1036","21199","Pulaski, KY","KENTUCKY","Total Population",64350
"1037","21201","Robertson, KY","KENTUCKY","Total Population",2123
"1038","21203","Rockcastle, KY","KENTUCKY","Total Population",16820
"1039","21205","Rowan, KY","KENTUCKY","Total Population",24507
"1040","21207","Russell, KY","KENTUCKY","Total Population",17778
"1041","21209","Scott, KY","KENTUCKY","Total Population",54667
"1042","21211","Shelby, KY","KENTUCKY","Total Population",47325
"1043","21213","Simpson, KY","KENTUCKY","Total Population",18183
"1044","21215","Spencer, KY","KENTUCKY","Total Population",18680
"1045","21217","Taylor, KY","KENTUCKY","Total Population",25571
"1046","21219","Todd, KY","KENTUCKY","Total Population",12316
"1047","21221","Trigg, KY","KENTUCKY","Total Population",14449
"1048","21223","Trimble, KY","KENTUCKY","Total Population",8558
"1049","21225","Union, KY","KENTUCKY","Total Population",14638
"1050","21227","Warren, KY","KENTUCKY","Total Population",128652
"1051","21229","Washington, KY","KENTUCKY","Total Population",12023
"1052","21231","Wayne, KY","KENTUCKY","Total Population",20546
"1053","21233","Webster, KY","KENTUCKY","Total Population",13068
"1054","21235","Whitley, KY","KENTUCKY","Total Population",36131
"1055","21237","Wolfe, KY","KENTUCKY","Total Population",7207
"1056","21239","Woodford, KY","KENTUCKY","Total Population",26318
"1057","22071","OrleansParish, LA","LOUISIANA","Total Population",390845
"1058","23001","Androscoggin, ME","MAINE","Total Population",107602
"1059","23003","Aroostook, ME","MAINE","Total Population",67809
"1060","23005","Cumberland, ME","MAINE","Total Population",292307
"1061","23007","Franklin, ME","MAINE","Total Population",29982
"1062","23009","Hancock, ME","MAINE","Total Population",54601
"1063","23011","Kennebec, ME","MAINE","Total Population",121753
"1064","23013","Knox, ME","MAINE","Total Population",39759
"1065","23015","Lincoln, ME","MAINE","Total Population",34201
"1066","23017","Oxford, ME","MAINE","Total Population",57550
"1067","23019","Penobscot, ME","MAINE","Total Population",151774
"1068","23021","Piscataquis, ME","MAINE","Total Population",16836
"1069","23023","Sagadahoc, ME","MAINE","Total Population",35452
"1070","23025","Somerset, ME","MAINE","Total Population",50520
"1071","23027","Waldo, ME","MAINE","Total Population",39539
"1072","23029","Washington, ME","MAINE","Total Population",31491
"1073","23031","York, ME","MAINE","Total Population",204316
"1074","24001","Allegany, MD","MARYLAND","Total Population",71445
"1075","24003","AnneArundel, MD","MARYLAND","Total Population",571275
"1076","24005","Baltimore, MD","MARYLAND","Total Population",828018
"1077","24009","Calvert, MD","MARYLAND","Total Population",91511
"1078","24011","Caroline, MD","MARYLAND","Total Population",33049
"1079","24013","Carroll, MD","MARYLAND","Total Population",167699
"1080","24015","Cecil, MD","MARYLAND","Total Population",102552
"1081","24017","Charles, MD","MARYLAND","Total Population",159428
"1082","24019","Dorchester, MD","MARYLAND","Total Population",32138
"1083","24021","Frederick, MD","MARYLAND","Total Population",251422
"1084","24023","Garrett, MD","MARYLAND","Total Population",29235
"1085","24025","Harford, MD","MARYLAND","Total Population",252222
"1086","24027","Howard, MD","MARYLAND","Total Population",318855
"1087","24029","Kent, MD","MARYLAND","Total Population",19536
"1088","24031","Montgomery, MD","MARYLAND","Total Population",1043530
"1089","24033","PrinceGeorge's, MD","MARYLAND","Total Population",908670
"1090","24035","QueenAnne's, MD","MARYLAND","Total Population",49632
"1091","24037","St.Mary's, MD","MARYLAND","Total Population",112290
"1092","24039","Somerset, MD","MARYLAND","Total Population",25729
"1093","24041","Talbot, MD","MARYLAND","Total Population",37167
"1094","24043","Washington, MD","MARYLAND","Total Population",150109
"1095","24045","Wicomico, MD","MARYLAND","Total Population",102539
"1096","24047","Worcester, MD","MARYLAND","Total Population",51765
"1097","25001","Barnstable, MA","MASSACHUSETTS","Total Population",213496
"1098","25003","Berkshire, MA","MASSACHUSETTS","Total Population",126425
"1099","25005","Bristol, MA","MASSACHUSETTS","Total Population",561037
"1100","25007","Dukes, MA","MASSACHUSETTS","Total Population",17312
"1101","25009","Essex, MA","MASSACHUSETTS","Total Population",783676
"1102","25011","Franklin, MA","MASSACHUSETTS","Total Population",70577
"1103","25013","Hampden, MA","MASSACHUSETTS","Total Population",467871
"1104","25015","Hampshire, MA","MASSACHUSETTS","Total Population",161032
"1105","25017","Middlesex, MA","MASSACHUSETTS","Total Population",1600842
"1106","25019","Nantucket, MA","MASSACHUSETTS","Total Population",11168
"1107","25021","Norfolk, MA","MASSACHUSETTS","Total Population",700437
"1108","25023","Plymouth, MA","MASSACHUSETTS","Total Population",515303
"1109","25025","Suffolk, MA","MASSACHUSETTS","Total Population",796605
"1110","25027","Worcester, MA","MASSACHUSETTS","Total Population",824772
"1111","26001","Alcona, MI","MICHIGAN","Total Population",10353
"1112","26003","Alger, MI","MICHIGAN","Total Population",9151
"1113","26005","Allegan, MI","MICHIGAN","Total Population",116143
"1114","26007","Alpena, MI","MICHIGAN","Total Population",28520
"1115","26009","Antrim, MI","MICHIGAN","Total Population",23206
"1116","26011","Arenac, MI","MICHIGAN","Total Population",15070
"1117","26013","Baraga, MI","MICHIGAN","Total Population",8421
"1118","26015","Barry, MI","MICHIGAN","Total Population",60540
"1119","26017","Bay, MI","MICHIGAN","Total Population",104104
"1120","26019","Benzie, MI","MICHIGAN","Total Population",17615
"1121","26021","Berrien, MI","MICHIGAN","Total Population",154133
"1122","26023","Branch, MI","MICHIGAN","Total Population",43513
"1123","26025","Calhoun, MI","MICHIGAN","Total Population",134212
"1124","26027","Cass, MI","MICHIGAN","Total Population",51523
"1125","26029","Charlevoix, MI","MICHIGAN","Total Population",26188
"1126","26031","Cheboygan, MI","MICHIGAN","Total Population",25418
"1127","26033","Chippewa, MI","MICHIGAN","Total Population",37629
"1128","26035","Clare, MI","MICHIGAN","Total Population",30651
"1129","26037","Clinton, MI","MICHIGAN","Total Population",78389
"1130","26039","Crawford, MI","MICHIGAN","Total Population",13892
"1131","26041","Delta, MI","MICHIGAN","Total Population",36026
"1132","26043","Dickinson, MI","MICHIGAN","Total Population",25439
"1133","26045","Eaton, MI","MICHIGAN","Total Population",109456
"1134","26047","Emmet, MI","MICHIGAN","Total Population",33104
"1135","26049","Genesee, MI","MICHIGAN","Total Population",407875
"1136","26051","Gladwin, MI","MICHIGAN","Total Population",25279
"1137","26053","Gogebic, MI","MICHIGAN","Total Population",15061
"1138","26055","GrandTraverse, MI","MICHIGAN","Total Population",92181
"1139","26057","Gratiot, MI","MICHIGAN","Total Population",40916
"1140","26059","Hillsdale, MI","MICHIGAN","Total Population",45757
"1141","26061","Houghton, MI","MICHIGAN","Total Population",36070
"1142","26063","Huron, MI","MICHIGAN","Total Population",31349
"1143","26065","Ingham, MI","MICHIGAN","Total Population",290587
"1144","26067","Ionia, MI","MICHIGAN","Total Population",64300
"1145","26069","Iosco, MI","MICHIGAN","Total Population",25197
"1146","26071","Iron, MI","MICHIGAN","Total Population",11152
"1147","26073","Isabella, MI","MICHIGAN","Total Population",70688
"1148","26075","Jackson, MI","MICHIGAN","Total Population",158636
"1149","26077","Kalamazoo, MI","MICHIGAN","Total Population",262745
"1150","26079","Kalkaska, MI","MICHIGAN","Total Population",17585
"1151","26081","Kent, MI","MICHIGAN","Total Population",648121
"1152","26083","Keweenaw, MI","MICHIGAN","Total Population",2111
"1153","26085","Lake, MI","MICHIGAN","Total Population",11852
"1154","26087","Lapeer, MI","MICHIGAN","Total Population",88038
"1155","26089","Leelanau, MI","MICHIGAN","Total Population",21652
"1156","26091","Lenawee, MI","MICHIGAN","Total Population",98381
"1157","26093","Livingston, MI","MICHIGAN","Total Population",189754
"1158","26095","Luce, MI","MICHIGAN","Total Population",6338
"1159","26097","Mackinac, MI","MICHIGAN","Total Population",10780
"1160","26099","Macomb, MI","MICHIGAN","Total Population",870325
"1161","26101","Manistee, MI","MICHIGAN","Total Population",24457
"1162","26103","Marquette, MI","MICHIGAN","Total Population",66686
"1163","26105","Mason, MI","MICHIGAN","Total Population",28954
"1164","26107","Mecosta, MI","MICHIGAN","Total Population",43251
"1165","26109","Menominee, MI","MICHIGAN","Total Population",23074
"1166","26111","Midland, MI","MICHIGAN","Total Population",83355
"1167","26113","Missaukee, MI","MICHIGAN","Total Population",15028
"1168","26115","Monroe, MI","MICHIGAN","Total Population",149727
"1169","26117","Montcalm, MI","MICHIGAN","Total Population",63413
"1170","26119","Montmorency, MI","MICHIGAN","Total Population",9265
"1171","26121","Muskegon, MI","MICHIGAN","Total Population",173297
"1172","26123","Newaygo, MI","MICHIGAN","Total Population",48366
"1173","26125","Oakland, MI","MICHIGAN","Total Population",1253185
"1174","26127","Oceana, MI","MICHIGAN","Total Population",26416
"1175","26129","Ogemaw, MI","MICHIGAN","Total Population",20898
"1176","26131","Ontonagon, MI","MICHIGAN","Total Population",5877
"1177","26133","Osceola, MI","MICHIGAN","Total Population",23290
"1178","26135","Oscoda, MI","MICHIGAN","Total Population",8248
"1179","26137","Otsego, MI","MICHIGAN","Total Population",24490
"1180","26139","Ottawa, MI","MICHIGAN","Total Population",286558
"1181","26141","PresqueIsle, MI","MICHIGAN","Total Population",12714
"1182","26143","Roscommon, MI","MICHIGAN","Total Population",23851
"1183","26145","Saginaw, MI","MICHIGAN","Total Population",191821
"1184","26147","St.Clair, MI","MICHIGAN","Total Population",159247
"1185","26149","St.Joseph, MI","MICHIGAN","Total Population",60836
"1186","26151","Sanilac, MI","MICHIGAN","Total Population",41295
"1187","26153","Schoolcraft, MI","MICHIGAN","Total Population",8048
"1188","26155","Shiawassee, MI","MICHIGAN","Total Population",68340
"1189","26157","Tuscola, MI","MICHIGAN","Total Population",52939
"1190","26159","VanBuren, MI","MICHIGAN","Total Population",75358
"1191","26161","Washtenaw, MI","MICHIGAN","Total Population",367000
"1192","26163","Wayne, MI","MICHIGAN","Total Population",1757299
"1193","26165","Wexford, MI","MICHIGAN","Total Population",33256
"1194","27001","Aitkin, MN","MINNESOTA","Total Population",15834
"1195","27003","Anoka, MN","MINNESOTA","Total Population",350253
"1196","27005","Becker, MN","MINNESOTA","Total Population",34011
"1197","27007","Beltrami, MN","MINNESOTA","Total Population",46403
"1198","27009","Benton, MN","MINNESOTA","Total Population",40129
"1199","27011","BigStone, MN","MINNESOTA","Total Population",4996
"1200","27013","BlueEarth, MN","MINNESOTA","Total Population",66795
"1201","27015","Brown, MN","MINNESOTA","Total Population",25163
"1202","27017","Carlton, MN","MINNESOTA","Total Population",35633
"1203","27019","Carver, MN","MINNESOTA","Total Population",101949
"1204","27021","Cass, MN","MINNESOTA","Total Population",29268
"1205","27023","Chippewa, MN","MINNESOTA","Total Population",11953
"1206","27025","Chisago, MN","MINNESOTA","Total Population",55315
"1207","27027","Clay, MN","MINNESOTA","Total Population",63446
"1208","27029","Clearwater, MN","MINNESOTA","Total Population",8821
"1209","27031","Cook, MN","MINNESOTA","Total Population",5376
"1210","27033","Cottonwood, MN","MINNESOTA","Total Population",11299
"1211","27035","CrowWing, MN","MINNESOTA","Total Population",64217
"1212","27037","Dakota, MN","MINNESOTA","Total Population",421453
"1213","27039","Dodge, MN","MINNESOTA","Total Population",20669
"1214","27041","Douglas, MN","MINNESOTA","Total Population",37513
"1215","27043","Faribault, MN","MINNESOTA","Total Population",13801
"1216","27045","Fillmore, MN","MINNESOTA","Total Population",20949
"1217","27047","Freeborn, MN","MINNESOTA","Total Population",30463
"1218","27049","Goodhue, MN","MINNESOTA","Total Population",46246
"1219","27051","Grant, MN","MINNESOTA","Total Population",5935
"1220","27053","Hennepin, MN","MINNESOTA","Total Population",1245837
"1221","27055","Houston, MN","MINNESOTA","Total Population",18648
"1222","27057","Hubbard, MN","MINNESOTA","Total Population",21019
"1223","27059","Isanti, MN","MINNESOTA","Total Population",39430
"1224","27061","Itasca, MN","MINNESOTA","Total Population",45141
"1225","27063","Jackson, MN","MINNESOTA","Total Population",9954
"1226","27065","Kanabec, MN","MINNESOTA","Total Population",16089
"1227","27067","Kandiyohi, MN","MINNESOTA","Total Population",42841
"1228","27069","Kittson, MN","MINNESOTA","Total Population",4311
"1229","27071","Koochiching, MN","MINNESOTA","Total Population",12515
"1230","27073","LacquiParle, MN","MINNESOTA","Total Population",6719
"1231","27075","Lake, MN","MINNESOTA","Total Population",10560
"1232","27077","LakeoftheWoods, MN","MINNESOTA","Total Population",3771
"1233","27079","LeSueur, MN","MINNESOTA","Total Population",28242
"1234","27081","Lincoln, MN","MINNESOTA","Total Population",5677
"1235","27083","Lyon, MN","MINNESOTA","Total Population",25758
"1236","27085","McLeod, MN","MINNESOTA","Total Population",35832
"1237","27087","Mahnomen, MN","MINNESOTA","Total Population",5501
"1238","27089","Marshall, MN","MINNESOTA","Total Population",9372
"1239","27091","Martin, MN","MINNESOTA","Total Population",19852
"1240","27093","Meeker, MN","MINNESOTA","Total Population",23105
"1241","27095","MilleLacs, MN","MINNESOTA","Total Population",25865
"1242","27097","Morrison, MN","MINNESOTA","Total Population",33064
"1243","27099","Mower, MN","MINNESOTA","Total Population",39807
"1244","27101","Murray, MN","MINNESOTA","Total Population",8296
"1245","27103","Nicollet, MN","MINNESOTA","Total Population",33954
"1246","27105","Nobles, MN","MINNESOTA","Total Population",21734
"1247","27107","Norman, MN","MINNESOTA","Total Population",6520
"1248","27109","Olmsted, MN","MINNESOTA","Total Population",154809
"1249","27111","OtterTail, MN","MINNESOTA","Total Population",58195
"1250","27113","Pennington, MN","MINNESOTA","Total Population",14183
"1251","27115","Pine, MN","MINNESOTA","Total Population",29223
"1252","27117","Pipestone, MN","MINNESOTA","Total Population",9191
"1253","27119","Polk, MN","MINNESOTA","Total Population",31521
"1254","27121","Pope, MN","MINNESOTA","Total Population",11048
"1255","27123","Ramsey, MN","MINNESOTA","Total Population",544442
"1256","27125","RedLake, MN","MINNESOTA","Total Population",4015
"1257","27127","Redwood, MN","MINNESOTA","Total Population",15261
"1258","27129","Renville, MN","MINNESOTA","Total Population",14652
"1259","27131","Rice, MN","MINNESOTA","Total Population",66185
"1260","27133","Rock, MN","MINNESOTA","Total Population",9402
"1261","27135","Roseau, MN","MINNESOTA","Total Population",15361
"1262","27137","St.Louis, MN","MINNESOTA","Total Population",199759
"1263","27139","Scott, MN","MINNESOTA","Total Population",145275
"1264","27141","Sherburne, MN","MINNESOTA","Total Population",94463
"1265","27143","Sibley, MN","MINNESOTA","Total Population",14892
"1266","27145","Stearns, MN","MINNESOTA","Total Population",158452
"1267","27147","Steele, MN","MINNESOTA","Total Population",36683
"1268","27149","Stevens, MN","MINNESOTA","Total Population",9789
"1269","27151","Swift, MN","MINNESOTA","Total Population",9359
"1270","27153","Todd, MN","MINNESOTA","Total Population",24494
"1271","27155","Traverse, MN","MINNESOTA","Total Population",3311
"1272","27157","Wabasha, MN","MINNESOTA","Total Population",21537
"1273","27159","Wadena, MN","MINNESOTA","Total Population",13654
"1274","27161","Waseca, MN","MINNESOTA","Total Population",18740
"1275","27163","Washington, MN","MINNESOTA","Total Population",255938
"1276","27165","Watonwan, MN","MINNESOTA","Total Population",10972
"1277","27167","Wilkin, MN","MINNESOTA","Total Population",6291
"1278","27169","Winona, MN","MINNESOTA","Total Population",50725
"1279","27171","Wright, MN","MINNESOTA","Total Population",134438
"1280","27173","YellowMedicine, MN","MINNESOTA","Total Population",9814
"1281","28001","Adams, MS","MISSISSIPPI","Total Population",31266
"1282","28003","Alcorn, MS","MISSISSIPPI","Total Population",37090
"1283","28005","Amite, MS","MISSISSIPPI","Total Population",12412
"1284","28007","Attala, MS","MISSISSIPPI","Total Population",18437
"1285","28009","Benton, MS","MISSISSIPPI","Total Population",8232
"1286","28011","Bolivar, MS","MISSISSIPPI","Total Population",31848
"1287","28013","Calhoun, MS","MISSISSIPPI","Total Population",14499
"1288","28015","Carroll, MS","MISSISSIPPI","Total Population",10070
"1289","28017","Chickasaw, MS","MISSISSIPPI","Total Population",17193
"1290","28019","Choctaw, MS","MISSISSIPPI","Total Population",8277
"1291","28021","Claiborne, MS","MISSISSIPPI","Total Population",9089
"1292","28023","Clarke, MS","MISSISSIPPI","Total Population",15770
"1293","28025","Clay, MS","MISSISSIPPI","Total Population",19640
"1294","28027","Coahoma, MS","MISSISSIPPI","Total Population",23255
"1295","28029","Copiah, MS","MISSISSIPPI","Total Population",28501
"1296","28031","Covington, MS","MISSISSIPPI","Total Population",18978
"1297","28033","DeSoto, MS","MISSISSIPPI","Total Population",178975
"1298","28035","Forrest, MS","MISSISSIPPI","Total Population",75224
"1299","28037","Franklin, MS","MISSISSIPPI","Total Population",7733
"1300","28039","George, MS","MISSISSIPPI","Total Population",23917
"1301","28041","Greene, MS","MISSISSIPPI","Total Population",13645
"1302","28043","Grenada, MS","MISSISSIPPI","Total Population",21088
"1303","28045","Hancock, MS","MISSISSIPPI","Total Population",46961
"1304","28047","Harrison, MS","MISSISSIPPI","Total Population",204502
"1305","28049","Hinds, MS","MISSISSIPPI","Total Population",238797
"1306","28051","Holmes, MS","MISSISSIPPI","Total Population",17737
"1307","28053","Humphreys, MS","MISSISSIPPI","Total Population",8389
"1308","28055","Issaquena, MS","MISSISSIPPI","Total Population",1361
"1309","28057","Itawamba, MS","MISSISSIPPI","Total Population",23462
"1310","28059","Jackson, MS","MISSISSIPPI","Total Population",142376
"1311","28061","Jasper, MS","MISSISSIPPI","Total Population",16505
"1312","28063","Jefferson, MS","MISSISSIPPI","Total Population",7225
"1313","28065","JeffersonDavis, MS","MISSISSIPPI","Total Population",11339
"1314","28067","Jones, MS","MISSISSIPPI","Total Population",68352
"1315","28069","Kemper, MS","MISSISSIPPI","Total Population",9943
"1316","28071","Lafayette, MS","MISSISSIPPI","Total Population",53590
"1317","28073","Lamar, MS","MISSISSIPPI","Total Population",61969
"1318","28075","Lauderdale, MS","MISSISSIPPI","Total Population",76279
"1319","28077","Lawrence, MS","MISSISSIPPI","Total Population",12633
"1320","28079","Leake, MS","MISSISSIPPI","Total Population",22792
"1321","28081","Lee, MS","MISSISSIPPI","Total Population",85072
"1322","28083","Leflore, MS","MISSISSIPPI","Total Population",29222
"1323","28085","Lincoln, MS","MISSISSIPPI","Total Population",34320
"1324","28087","Lowndes, MS","MISSISSIPPI","Total Population",59150
"1325","28089","Madison, MS","MISSISSIPPI","Total Population",104562
"1326","28091","Marion, MS","MISSISSIPPI","Total Population",24990
"1327","28093","Marshall, MS","MISSISSIPPI","Total Population",35599
"1328","28095","Monroe, MS","MISSISSIPPI","Total Population",35673
"1329","28097","Montgomery, MS","MISSISSIPPI","Total Population",10068
"1330","28099","Neshoba, MS","MISSISSIPPI","Total Population",29332
"1331","28101","Newton, MS","MISSISSIPPI","Total Population",21360
"1332","28103","Noxubee, MS","MISSISSIPPI","Total Population",10700
"1333","28105","Oktibbeha, MS","MISSISSIPPI","Total Population",49512
"1334","28107","Panola, MS","MISSISSIPPI","Total Population",34190
"1335","28109","PearlRiver, MS","MISSISSIPPI","Total Population",55219
"1336","28111","Perry, MS","MISSISSIPPI","Total Population",12006
"1337","28113","Pike, MS","MISSISSIPPI","Total Population",39532
"1338","28115","Pontotoc, MS","MISSISSIPPI","Total Population",31618
"1339","28117","Prentiss, MS","MISSISSIPPI","Total Population",25255
"1340","28119","Quitman, MS","MISSISSIPPI","Total Population",7187
"1341","28121","Rankin, MS","MISSISSIPPI","Total Population",152677
"1342","28123","Scott, MS","MISSISSIPPI","Total Population",28332
"1343","28125","Sharkey, MS","MISSISSIPPI","Total Population",4404
"1344","28127","Simpson, MS","MISSISSIPPI","Total Population",26888
"1345","28129","Smith, MS","MISSISSIPPI","Total Population",16009
"1346","28131","Stone, MS","MISSISSIPPI","Total Population",18276
"1347","28133","Sunflower, MS","MISSISSIPPI","Total Population",26168
"1348","28135","Tallahatchie, MS","MISSISSIPPI","Total Population",14158
"1349","28137","Tate, MS","MISSISSIPPI","Total Population",28404
"1350","28139","Tippah, MS","MISSISSIPPI","Total Population",22018
"1351","28141","Tishomingo, MS","MISSISSIPPI","Total Population",19441
"1352","28143","Tunica, MS","MISSISSIPPI","Total Population",9988
"1353","28145","Union, MS","MISSISSIPPI","Total Population",28507
"1354","28147","Walthall, MS","MISSISSIPPI","Total Population",14477
"1355","28149","Warren, MS","MISSISSIPPI","Total Population",46519
"1356","28151","Washington, MS","MISSISSIPPI","Total Population",46057
"1357","28153","Wayne, MS","MISSISSIPPI","Total Population",20373
"1358","28155","Webster, MS","MISSISSIPPI","Total Population",9768
"1359","28157","Wilkinson, MS","MISSISSIPPI","Total Population",8875
"1360","28159","Winston, MS","MISSISSIPPI","Total Population",18229
"1361","28161","Yalobusha, MS","MISSISSIPPI","Total Population",12367
"1362","28163","Yazoo, MS","MISSISSIPPI","Total Population",28565
"1363","29001","Adair, MO","MISSOURI","Total Population",25369
"1364","29003","Andrew, MO","MISSOURI","Total Population",17503
"1365","29005","Atchison, MO","MISSOURI","Total Population",5229
"1366","29007","Audrain, MO","MISSOURI","Total Population",25644
"1367","29009","Barry, MO","MISSOURI","Total Population",35530
"1368","29011","Barton, MO","MISSOURI","Total Population",11797
"1369","29013","Bates, MO","MISSOURI","Total Population",16296
"1370","29015","Benton, MO","MISSOURI","Total Population",19107
"1371","29017","Bollinger, MO","MISSOURI","Total Population",12225
"1372","29019","Boone, MO","MISSOURI","Total Population",177651
"1373","29021","Buchanan, MO","MISSOURI","Total Population",88460
"1374","29023","Butler, MO","MISSOURI","Total Population",42656
"1375","29025","Caldwell, MO","MISSOURI","Total Population",9039
"1376","29027","Callaway, MO","MISSOURI","Total Population",44889
"1377","29029","Camden, MO","MISSOURI","Total Population",45466
"1378","29031","CapeGirardeau, MO","MISSOURI","Total Population",78491
"1379","29033","Carroll, MO","MISSOURI","Total Population",8781
"1380","29035","Carter, MO","MISSOURI","Total Population",6147
"1381","29037","Cass, MO","MISSOURI","Total Population",103597
"1382","29039","Cedar, MO","MISSOURI","Total Population",14043
"1383","29041","Chariton, MO","MISSOURI","Total Population",7483
